Store,Item,Forecasted_Sales,Historical_Average,Decision_Score,Risk_Score,Risk_Level,Business_Category,Priority_Rank,Priority_Level,Operational_Action,Explanation_Forecast,Explanation_SHAP,Explanation_Trend,Explanation_Risk
6,4,14.86,16.37,31.97,6.28,Low Risk,Declining Demand,465,Low Priority,Reduce procurement volume by 9.2% to prevent inventory bloat,Forecasted demand is 9.2% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (11.9) has fallen below 30-day baseline (14.3),Low forecast uncertainty: minimal volatility observed in predictions
4,50,62.75,67.31,31.87,61.16,High Risk,Overstock Risk,466,Low Priority,Reduce procurement volume by 6.8% to prevent inventory bloat,Forecasted demand is 6.8% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (54.9) has fallen below 30-day baseline (56.7),Elevated uncertainty: historical sales show significant variance
4,42,34.33,37.61,31.76,29.07,Low Risk,Declining Demand,467,Low Priority,Reduce procurement volume by 8.7% to prevent inventory bloat,Forecasted demand is 8.7% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (29.6) has fallen below 30-day baseline (31.2),Low forecast uncertainty: minimal volatility observed in predictions
8,4,23.09,26.48,31.47,17.24,Low Risk,Declining Demand,468,Low Priority,Reduce procurement volume by 12.8% to prevent inventory bloat,Forecasted demand is 12.8% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (19.9) has fallen below 30-day baseline (20.6),Low forecast uncertainty: minimal volatility observed in predictions
1,42,29.14,32.36,31.42,21.45,Low Risk,Declining Demand,469,Low Priority,Reduce procurement volume by 10.0% to prevent inventory bloat,Forecasted demand is 10.0% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (24.1) has fallen below 30-day baseline (25.7),Low forecast uncertainty: minimal volatility observed in predictions
1,37,23.17,25.81,31.41,19.4,Low Risk,Declining Demand,470,Low Priority,Reduce procurement volume by 10.2% to prevent inventory bloat,Forecasted demand is 10.2% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (20.1) has fallen below 30-day baseline (22.1),Low forecast uncertainty: minimal volatility observed in predictions
2,9,60.16,63.94,31.39,55.71,High Risk,Overstock Risk,471,Low Priority,Reduce procurement volume by 5.9% to prevent inventory bloat,Forecasted demand is 5.9% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (51.9) has fallen below 30-day baseline (53.8),Elevated uncertainty: historical sales show significant variance
5,6,41.16,43.51,31.33,34.97,Medium Risk,Declining Demand,472,Low Priority,Reduce procurement volume by 5.4% to prevent inventory bloat,Forecasted demand is 5.4% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (33.4) has fallen below 30-day baseline (37.1),Moderate uncertainty: stable metrics with minor variance
3,43,55.55,56.83,31.29,45.87,Medium Risk,Declining Demand,473,Low Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (45.7) has fallen below 30-day baseline (51.3),Moderate uncertainty: stable metrics with minor variance
9,46,57.91,60.67,31.14,51.2,High Risk,Overstock Risk,474,Low Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (48.6) has fallen below 30-day baseline (52.9),Elevated uncertainty: historical sales show significant variance
7,2,37.53,39.79,31.05,30.6,Medium Risk,Declining Demand,475,Low Priority,Reduce procurement volume by 5.7% to prevent inventory bloat,Forecasted demand is 5.7% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (30.6) has fallen below 30-day baseline (34.3),Moderate uncertainty: stable metrics with minor variance
9,39,42.51,45.09,31.03,39.02,Medium Risk,Declining Demand,476,Low Priority,Reduce procurement volume by 5.7% to prevent inventory bloat,Forecasted demand is 5.7% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (34.9) has fallen below 30-day baseline (38.3),Moderate uncertainty: stable metrics with minor variance
6,45,56.13,59.61,30.98,52.79,High Risk,Overstock Risk,477,Low Priority,Reduce procurement volume by 5.8% to prevent inventory bloat,Forecasted demand is 5.8% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (48.7) has fallen below 30-day baseline (50.9),Elevated uncertainty: historical sales show significant variance
3,10,74.58,81.35,30.68,73.28,Critical Risk,Overstock Risk,478,Low Priority,Reduce procurement volume by 8.3% to prevent inventory bloat,Forecasted demand is 8.3% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (63.9) has fallen below 30-day baseline (70.6),Critical risk of variance: high historical volatility and forecasting residuals
9,14,56.52,59.97,30.38,50.62,High Risk,Overstock Risk,479,Low Priority,Reduce procurement volume by 5.8% to prevent inventory bloat,Forecasted demand is 5.8% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (48.4) has fallen below 30-day baseline (50.7),Elevated uncertainty: historical sales show significant variance
10,7,60.61,64.36,29.98,53.79,High Risk,Overstock Risk,480,Low Priority,Reduce procurement volume by 5.8% to prevent inventory bloat,Forecasted demand is 5.8% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (52.1) has fallen below 30-day baseline (55.9),Elevated uncertainty: historical sales show significant variance
3,31,60.93,65.4,29.91,56.83,High Risk,Overstock Risk,481,Low Priority,Reduce procurement volume by 6.8% to prevent inventory bloat,Forecasted demand is 6.8% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (52.7) has fallen below 30-day baseline (55.4),Elevated uncertainty: historical sales show significant variance
2,48,61.3,64.45,29.75,51.89,High Risk,Overstock Risk,482,Low Priority,Maintain current replenishment levels,Forecasted demand aligns closely with historical baseline levels,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (52.1) has fallen below 30-day baseline (57.2),Elevated uncertainty: historical sales show significant variance
7,38,51.86,54.67,29.74,45.5,Medium Risk,Declining Demand,483,Low Priority,Reduce procurement volume by 5.1% to prevent inventory bloat,Forecasted demand is 5.1% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (43.6) has fallen below 30-day baseline (47.2),Moderate uncertainty: stable metrics with minor variance
9,42,34.15,37.89,29.65,30.21,Medium Risk,Declining Demand,484,Low Priority,Reduce procurement volume by 9.9% to prevent inventory bloat,Forecasted demand is 9.9% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (29.3) has fallen below 30-day baseline (31.5),Moderate uncertainty: stable metrics with minor variance
9,26,45.98,49.17,29.63,39.36,Medium Risk,Declining Demand,485,Low Priority,Reduce procurement volume by 6.5% to prevent inventory bloat,Forecasted demand is 6.5% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (39.1) has fallen below 30-day baseline (42.2),Moderate uncertainty: stable metrics with minor variance
10,2,60.18,63.91,29.45,55.18,High Risk,Overstock Risk,486,Low Priority,Reduce procurement volume by 5.8% to prevent inventory bloat,Forecasted demand is 5.8% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (51.9) has fallen below 30-day baseline (55.7),Elevated uncertainty: historical sales show significant variance
8,16,27.93,30.7,29.39,22.48,Low Risk,Declining Demand,487,Low Priority,Reduce procurement volume by 9.0% to prevent inventory bloat,Forecasted demand is 9.0% lower than historical averages,"rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales, verifying high prediction confidence based on historical patterns",Demand is slowing: 7-day moving average (22.6) has fallen below 30-day baseline (25.7),Low forecast uncertainty: minimal volatility observed in predictions
6,15,60.51,65.09,29.3,59.55,High Risk,Overstock Risk,488,Low Priority,Reduce procurement volume by 7.0% to prevent inventory bloat,Forecasted demand is 7.0% lower than historical averages,rolling_mean_7 SHAP contribution indicates a strong positive impact of recent sales,Demand is slowing: 7-day moving average (52.7) has fallen below 30-day baseline (55.8),Elevated uncertainty: historical sales show significant variance
